District,Taluk,Market,Commodity,Month,Arrival,Unit,Month_Num
Bangalore Urban•,Bangalore North,BANGALORE,Sesamum,May,186,Quintal,5
Bangalore Urban•,Bangalore North,BANGALORE,Soyabeen,May,65,Quintal,5
Bangalore Urban•,Bangalore North,BANGALORE,Tamarind Fruit,May,1385,Quintal,5
Bangalore Urban•,Bangalore North,BANGALORE,Tur Dal,May,6401,Quintal,5
Bangalore Urban•,Bangalore North,BANGALORE,Turmeric,May,1218,Quintal,5
Bangalore Urban•,Bangalore North,BANGALORE,Wheat,May,6401,Quintal,5
Bangalore Urban•,Bangalore North,BANGALORE,Alasande Gram,Jun,4042,Quintal,6
Bangalore Urban•,Bangalore North,BANGALORE,Avare,Jun,828,Quintal,6
Bangalore Urban•,Bangalore North,BANGALORE,Avaredal,Jun,1448,Quintal,6
Bangalore Urban•,Bangalore North,BANGALORE,Bajra,Jun,671,Quintal,6
Bangalore Urban•,Bangalore North,BANGALORE,Bengal Gramdal,Jun,6401,Quintal,6
Bangalore Urban•,Bangalore North,BANGALORE,Bengalgram,Jun,6401,Quintal,6
Bangalore Urban•,Bangalore North,BANGALORE,Black Gramdal,Jun,6401,Quintal,6
Bangalore Urban•,Bangalore North,BANGALORE,Black Pepper,Jun,30,Quintal,6
Bangalore Urban•,Bangalore North,BANGALORE,Blackgram,Jun,515,Quintal,6
Bangalore Urban•,Bangalore North,BANGALORE,Chennangidal,Jun,6401,Quintal,6
Bangalore Urban•,Bangalore North,BANGALORE,Coconut,Jun,6401,Numbers,6
Bangalore Urban•,Bangalore North,BANGALORE,Copra,Jun,42,Quintal,6
Bangalore Urban•,Bangalore North,BANGALORE,Coriander Seed,Jun,6401,Quintal,6
Bangalore Urban•,Bangalore North,BANGALORE,Dry Chillies,Jun,6194,Quintal,6
Bangalore Urban•,Bangalore North,BANGALORE,Dry Grapes,Jun,50,Quintal,6
Bangalore Urban•,Bangalore North,BANGALORE,Garlic,Jun,6401,Quintal,6
Bangalore Urban•,Bangalore North,BANGALORE,Green Ginger,Jun,6401,Quintal,6
Bangalore Urban•,Bangalore North,BANGALORE,Green Gramdal,Jun,6401,Quintal,6
Bangalore Urban•,Bangalore North,BANGALORE,Green Peas,Jun,6401,Quintal,6
Bangalore Urban•,Bangalore North,BANGALORE,Greengram,Jun,6401,Quintal,6
Bangalore Urban•,Bangalore North,BANGALORE,Groundnut,Jun,688,Quintal,6
Bangalore Urban•,Bangalore North,BANGALORE,Groundnut Seed,Jun,1617,Quintal,6
Bangalore Urban•,Bangalore North,BANGALORE,Horse Gram,Jun,383,Quintal,6
Bangalore Urban•,Bangalore North,BANGALORE,Jaggery,Jun,6401,Quintal,6
Bangalore Urban•,Bangalore North,BANGALORE,Jowar,Jun,2222,Quintal,6
Bangalore Urban•,Bangalore North,BANGALORE,Maize,Jun,4750,Quintal,6
Bangalore Urban•,Bangalore North,BANGALORE,Methi Seeds,Jun,422,Quintal,6
Bangalore Urban•,Bangalore North,BANGALORE,Moath,Jun,1275,Quintal,6
Bangalore Urban•,Bangalore North,BANGALORE,Mustard,Jun,1734,Quintal,6
Bangalore Urban•,Bangalore North,BANGALORE,Navane,Jun,391,Quintal,6
Bangalore Urban•,Bangalore North,BANGALORE,Onion,Jun,6401,Quintal,6
Bangalore Urban•,Bangalore North,BANGALORE,Potato,Jun,6401,Quintal,6
Bangalore Urban•,Bangalore North,BANGALORE,Ragi,Jun,6401,Quintal,6
Bangalore Urban•,Bangalore North,BANGALORE,Rice,Jun,6401,Quintal,6
Bangalore Urban•,Bangalore North,BANGALORE,Sesamum,Jun,110,Quintal,6
Bangalore Urban•,Bangalore North,BANGALORE,Soyabeen,Jun,165,Quintal,6
Bangalore Urban•,Bangalore North,BANGALORE,Tamarind Fruit,Jun,1125,Quintal,6
Bangalore Urban•,Bangalore North,BANGALORE,Tur Dal,Jun,6401,Quintal,6
Bangalore Urban•,Bangalore North,BANGALORE,Turmeric,Jun,1737,Quintal,6
Bangalore Urban•,Bangalore North,BANGALORE,Wheat,Jun,6401,Quintal,6
Bangalore Urban•,Bangalore North,BANGALORE,Alasande Gram,Jul,3048,Quintal,7
Bangalore Urban•,Bangalore North,BANGALORE,Avare,Jul,1289,Quintal,7
Bangalore Urban•,Bangalore North,BANGALORE,Avaredal,Jul,2127,Quintal,7
Bangalore Urban•,Bangalore North,BANGALORE,Bajra,Jul,872,Quintal,7
Bangalore Urban•,Bangalore North,BANGALORE,Bengal Gramdal,Jul,6401,Quintal,7
Bangalore Urban•,Bangalore North,BANGALORE,Bengalgram,Jul,6401,Quintal,7
Bangalore Urban•,Bangalore North,BANGALORE,Black Gramdal,Jul,6401,Quintal,7
Bangalore Urban•,Bangalore North,BANGALORE,Black Pepper,Jul,31,Quintal,7
Bangalore Urban•,Bangalore North,BANGALORE,Blackgram,Jul,1769,Quintal,7
Bangalore Urban•,Bangalore North,BANGALORE,Chennangidal,Jul,6401,Quintal,7
Bangalore Urban•,Bangalore North,BANGALORE,Coconut,Jul,6401,Numbers,7
Bangalore Urban•,Bangalore North,BANGALORE,Copra,Jul,51,Quintal,7
Bangalore Urban•,Bangalore North,BANGALORE,Coriander Seed,Jul,4133,Quintal,7
Bangalore Urban•,Bangalore North,BANGALORE,Dry Chillies,Jul,6401,Quintal,7
Bangalore Urban•,Bangalore North,BANGALORE,Dry Grapes,Jul,28,Quintal,7
Bangalore Urban•,Bangalore North,BANGALORE,Garlic,Jul,6401,Quintal,7
Bangalore Urban•,Bangalore North,BANGALORE,Green Ginger,Jul,6401,Quintal,7
Bangalore Urban•,Bangalore North,BANGALORE,Green Gramdal,Jul,6401,Quintal,7
Bangalore Urban•,Bangalore North,BANGALORE,Green Peas,Jul,6401,Quintal,7
Bangalore Urban•,Bangalore North,BANGALORE,Greengram,Jul,6401,Quintal,7
Bangalore Urban•,Bangalore North,BANGALORE,Groundnut,Jul,731,Quintal,7
Bangalore Urban•,Bangalore North,BANGALORE,Groundnut Seed,Jul,1998,Quintal,7
Bangalore Urban•,Bangalore North,BANGALORE,Horse Gram,Jul,679,Quintal,7
Bangalore Urban•,Bangalore North,BANGALORE,Jaggery,Jul,6401,Quintal,7
Bangalore Urban•,Bangalore North,BANGALORE,Jowar,Jul,3318,Quintal,7
Bangalore Urban•,Bangalore North,BANGALORE,Maize,Jul,4123,Quintal,7
Bangalore Urban•,Bangalore North,BANGALORE,Mataki,Jul,160,Quintal,7
Bangalore Urban•,Bangalore North,BANGALORE,Methi Seeds,Jul,423,Quintal,7
Bangalore Urban•,Bangalore North,BANGALORE,Moath,Jul,286,Quintal,7
Bangalore Urban•,Bangalore North,BANGALORE,Mustard,Jul,1247,Quintal,7
Bangalore Urban•,Bangalore North,BANGALORE,Navane,Jul,307,Quintal,7
Bangalore Urban•,Bangalore North,BANGALORE,Onion,Jul,6401,Quintal,7
Bangalore Urban•,Bangalore North,BANGALORE,Paddy,Jul,23,Quintal,7
Bangalore Urban•,Bangalore North,BANGALORE,Potato,Jul,6401,Quintal,7
Bangalore Urban•,Bangalore North,BANGALORE,Ragi,Jul,6401,Quintal,7
Bangalore Urban•,Bangalore North,BANGALORE,Rice,Jul,6401,Quintal,7
Bangalore Urban•,Bangalore North,BANGALORE,Sesamum,Jul,782,Quintal,7
Bangalore Urban•,Bangalore North,BANGALORE,Soyabeen,Jul,244,Quintal,7
Bangalore Urban•,Bangalore North,BANGALORE,Tamarind Fruit,Jul,1371,Quintal,7
Bangalore Urban•,Bangalore North,BANGALORE,Tur Dal,Jul,6401,Quintal,7
Bangalore Urban•,Bangalore North,BANGALORE,Turmeric,Jul,2255,Quintal,7
Bangalore Urban•,Bangalore North,BANGALORE,Wheat,Jul,6401,Quintal,7
Bangalore Urban•,Bangalore North,BANGALORE,Alasande Gram,Aug,2136,Quintal,8
Bangalore Urban•,Bangalore North,BANGALORE,Avare,Aug,527,Quintal,8
Bangalore Urban•,Bangalore North,BANGALORE,Avaredal,Aug,1914,Quintal,8
Bangalore Urban•,Bangalore North,BANGALORE,Bajra,Aug,1114,Quintal,8
Bangalore Urban•,Bangalore North,BANGALORE,Bengal Gramdal,Aug,6401,Quintal,8
Bangalore Urban•,Bangalore North,BANGALORE,Bengalgram,Aug,6401,Quintal,8
Bangalore Urban•,Bangalore North,BANGALORE,Black Gramdal,Aug,6401,Quintal,8
Bangalore Urban•,Bangalore North,BANGALORE,Black Pepper,Aug,10,Quintal,8
Bangalore Urban•,Bangalore North,BANGALORE,Blackgram,Aug,1416,Quintal,8
Bangalore Urban•,Bangalore North,BANGALORE,Chennangidal,Aug,4729,Quintal,8
Bangalore Urban•,Bangalore North,BANGALORE,Coconut,Aug,6401,Numbers,8
Bangalore Urban•,Bangalore North,BANGALORE,Copra,Aug,15,Quintal,8
Bangalore Urban•,Bangalore North,BANGALORE,Coriander Seed,Aug,6401,Quintal,8
Bangalore Urban•,Bangalore North,BANGALORE,Dry Chillies,Aug,6038,Quintal,8
Bangalore Urban•,Bangalore North,BANGALORE,Dry Grapes,Aug,137,Quintal,8
Bangalore Urban•,Bangalore North,BANGALORE,Garlic,Aug,6401,Quintal,8
Bangalore Urban•,Bangalore North,BANGALORE,Green Ginger,Aug,6401,Quintal,8
Bangalore Urban•,Bangalore North,BANGALORE,Green Gramdal,Aug,6401,Quintal,8
Bangalore Urban•,Bangalore North,BANGALORE,Green Peas,Aug,6401,Quintal,8
Bangalore Urban•,Bangalore North,BANGALORE,Greengram,Aug,6401,Quintal,8
Bangalore Urban•,Bangalore North,BANGALORE,Groundnut,Aug,1178,Quintal,8
Bangalore Urban•,Bangalore North,BANGALORE,Groundnut Seed,Aug,1609,Quintal,8
Bangalore Urban•,Bangalore North,BANGALORE,Horse Gram,Aug,736,Quintal,8
Bangalore Urban•,Bangalore North,BANGALORE,Jaggery,Aug,6401,Quintal,8
Bangalore Urban•,Bangalore North,BANGALORE,Jowar,Aug,1910,Quintal,8
Bangalore Urban•,Bangalore North,BANGALORE,Maize,Aug,4295,Quintal,8
Bangalore Urban•,Bangalore North,BANGALORE,Methi Seeds,Aug,471,Quintal,8
Bangalore Urban•,Bangalore North,BANGALORE,Moath,Aug,5,Quintal,8
Bangalore Urban•,Bangalore North,BANGALORE,Mustard,Aug,921,Quintal,8
Bangalore Urban•,Bangalore North,BANGALORE,Navane,Aug,522,Quintal,8
Bangalore Urban•,Bangalore North,BANGALORE,Onion,Aug,6401,Quintal,8
Bangalore Urban•,Bangalore North,BANGALORE,Paddy,Aug,3,Quintal,8
Bangalore Urban•,Bangalore North,BANGALORE,Potato,Aug,6401,Quintal,8
Bangalore Urban•,Bangalore North,BANGALORE,Ragi,Aug,6401,Quintal,8
Bangalore Urban•,Bangalore North,BANGALORE,Rice,Aug,6401,Quintal,8
Bangalore Urban•,Bangalore North,BANGALORE,Sesamum,Aug,305,Quintal,8
Bangalore Urban•,Bangalore North,BANGALORE,Soyabeen,Aug,100,Quintal,8
Bangalore Urban•,Bangalore North,BANGALORE,Tamarind Fruit,Aug,1180,Quintal,8
Bangalore Urban•,Bangalore North,BANGALORE,Tur Dal,Aug,6401,Quintal,8
Bangalore Urban•,Bangalore North,BANGALORE,Turmeric,Aug,1324,Quintal,8
Bangalore Urban•,Bangalore North,BANGALORE,Wheat,Aug,6401,Quintal,8
Bangalore Urban•,Bangalore North,BANGALORE,Alasande Gram,Sep,2832,Quintal,9
Bangalore Urban•,Bangalore North,BANGALORE,Arecanut,Sep,88,Quintal,9
Bangalore Urban•,Bangalore North,BANGALORE,Avare,Sep,472,Quintal,9
Bangalore Urban•,Bangalore North,BANGALORE,Avaredal,Sep,1891,Quintal,9
Bangalore Urban•,Bangalore North,BANGALORE,Bajra,Sep,729,Quintal,9
Bangalore Urban•,Bangalore North,BANGALORE,Bengal Gramdal,Sep,6401,Quintal,9
Bangalore Urban•,Bangalore North,BANGALORE,Bengalgram,Sep,6401,Quintal,9
Bangalore Urban•,Bangalore North,BANGALORE,Black Gramdal,Sep,6401,Quintal,9
Bangalore Urban•,Bangalore North,BANGALORE,Black Pepper,Sep,97,Quintal,9
Bangalore Urban•,Bangalore North,BANGALORE,Blackgram,Sep,795,Quintal,9
Bangalore Urban•,Bangalore North,BANGALORE,Chennangidal,Sep,6401,Quintal,9
Bangalore Urban•,Bangalore North,BANGALORE,Coconut,Sep,6401,Numbers,9
Bangalore Urban•,Bangalore North,BANGALORE,Copra,Sep,20,Quintal,9
Bangalore Urban•,Bangalore North,BANGALORE,Coriander Seed,Sep,5712,Quintal,9
Bangalore Urban•,Bangalore North,BANGALORE,Dry Chillies,Sep,4871,Quintal,9
Bangalore Urban•,Bangalore North,BANGALORE,Dry Grapes,Sep,159,Quintal,9
Bangalore Urban•,Bangalore North,BANGALORE,Garlic,Sep,6401,Quintal,9
Bangalore Urban•,Bangalore North,BANGALORE,Green Ginger,Sep,5984,Quintal,9
Bangalore Urban•,Bangalore North,BANGALORE,Green Gramdal,Sep,6401,Quintal,9
Bangalore Urban•,Bangalore North,BANGALORE,Green Peas,Sep,6401,Quintal,9
Bangalore Urban•,Bangalore North,BANGALORE,Greengram,Sep,6401,Quintal,9
Bangalore Urban•,Bangalore North,BANGALORE,Groundnut,Sep,1047,Quintal,9
Bangalore Urban•,Bangalore North,BANGALORE,Groundnut Seed,Sep,1526,Quintal,9
Bangalore Urban•,Bangalore North,BANGALORE,Horse Gram,Sep,366,Quintal,9
Bangalore Urban•,Bangalore North,BANGALORE,Jaggery,Sep,6401,Quintal,9
Bangalore Urban•,Bangalore North,BANGALORE,Jowar,Sep,3234,Quintal,9
Bangalore Urban•,Bangalore North,BANGALORE,Maize,Sep,6304,Quintal,9
Bangalore Urban•,Bangalore North,BANGALORE,Methi Seeds,Sep,200,Quintal,9
Bangalore Urban•,Bangalore North,BANGALORE,Moath,Sep,271,Quintal,9
Bangalore Urban•,Bangalore North,BANGALORE,Mustard,Sep,1227,Quintal,9
Bangalore Urban•,Bangalore North,BANGALORE,Navane,Sep,314,Quintal,9
Bangalore Urban•,Bangalore North,BANGALORE,Onion,Sep,6401,Quintal,9
Bangalore Urban•,Bangalore North,BANGALORE,Paddy,Sep,27,Quintal,9
Bangalore Urban•,Bangalore North,BANGALORE,Potato,Sep,6401,Quintal,9
Bangalore Urban•,Bangalore North,BANGALORE,Ragi,Sep,6401,Quintal,9
Bangalore Urban•,Bangalore North,BANGALORE,Rice,Sep,6401,Quintal,9
Bangalore Urban•,Bangalore North,BANGALORE,Sesamum,Sep,508,Quintal,9
Bangalore Urban•,Bangalore North,BANGALORE,Soyabeen,Sep,60,Quintal,9
Bangalore Urban•,Bangalore North,BANGALORE,Tamarind Fruit,Sep,1333,Quintal,9
Bangalore Urban•,Bangalore North,BANGALORE,Tur Dal,Sep,6401,Quintal,9
Bangalore Urban•,Bangalore North,BANGALORE,Turmeric,Sep,583,Quintal,9
Bangalore Urban•,Bangalore North,BANGALORE,Wheat,Sep,6401,Quintal,9
Bangalore Urban•,Bangalore North,BANGALORE,Alasande Gram,Oct,3790,Quintal,10
Bangalore Urban•,Bangalore North,BANGALORE,Arecanut,Oct,451,Quintal,10
Bangalore Urban•,Bangalore North,BANGALORE,Avare,Oct,648,Quintal,10
Bangalore Urban•,Bangalore North,BANGALORE,Avaredal,Oct,2030,Quintal,10
Bangalore Urban•,Bangalore North,BANGALORE,Bajra,Oct,944,Quintal,10
Bangalore Urban•,Bangalore North,BANGALORE,Bengal Gramdal,Oct,6401,Quintal,10
Bangalore Urban•,Bangalore North,BANGALORE,Bengalgram,Oct,6401,Quintal,10
Bangalore Urban•,Bangalore North,BANGALORE,Black Gramdal,Oct,6401,Quintal,10
Bangalore Urban•,Bangalore North,BANGALORE,Black Pepper,Oct,25,Quintal,10
Bangalore Urban•,Bangalore North,BANGALORE,Blackgram,Oct,481,Quintal,10
Bangalore Urban•,Bangalore North,BANGALORE,Chennangidal,Oct,6401,Quintal,10
Bangalore Urban•,Bangalore North,BANGALORE,Coconut,Oct,6401,Numbers,10
Bangalore Urban•,Bangalore North,BANGALORE,Copra,Oct,38,Quintal,10
Bangalore Urban•,Bangalore North,BANGALORE,Coriander Seed,Oct,6118,Quintal,10
Bangalore Urban•,Bangalore North,BANGALORE,Dry Chillies,Oct,5296,Quintal,10
Bangalore Urban•,Bangalore North,BANGALORE,Dry Grapes,Oct,62,Quintal,10
Bangalore Urban•,Bangalore North,BANGALORE,Garlic,Oct,6401,Quintal,10
Bangalore Urban•,Bangalore North,BANGALORE,Green Ginger,Oct,6401,Quintal,10
Bangalore Urban•,Bangalore North,BANGALORE,Green Gramdal,Oct,6401,Quintal,10
Bangalore Urban•,Bangalore North,BANGALORE,Green Peas,Oct,6401,Quintal,10
Bangalore Urban•,Bangalore North,BANGALORE,Greengram,Oct,6401,Quintal,10
Bangalore Urban•,Bangalore North,BANGALORE,Groundnut,Oct,1078,Quintal,10
Bangalore Urban•,Bangalore North,BANGALORE,Groundnut Seed,Oct,1619,Quintal,10
Bangalore Urban•,Bangalore North,BANGALORE,Horse Gram,Oct,611,Quintal,10
Bangalore Urban•,Bangalore North,BANGALORE,Jaggery,Oct,6401,Quintal,10
Bangalore Urban•,Bangalore North,BANGALORE,Jowar,Oct,2124,Quintal,10
Bangalore Urban•,Bangalore North,BANGALORE,Maize,Oct,6401,Quintal,10
Bangalore Urban•,Bangalore North,BANGALORE,Methi Seeds,Oct,290,Quintal,10
Bangalore Urban•,Bangalore North,BANGALORE,Moath,Oct,170,Quintal,10
Bangalore Urban•,Bangalore North,BANGALORE,Mustard,Oct,930,Quintal,10
Bangalore Urban•,Bangalore North,BANGALORE,Navane,Oct,405,Quintal,10
Bangalore Urban•,Bangalore North,BANGALORE,Onion,Oct,6401,Quintal,10
Bangalore Urban•,Bangalore North,BANGALORE,Potato,Oct,6401,Quintal,10
Bangalore Urban•,Bangalore North,BANGALORE,Ragi,Oct,5377,Quintal,10
Bangalore Urban•,Bangalore North,BANGALORE,Rice,Oct,6401,Quintal,10
Bangalore Urban•,Bangalore North,BANGALORE,Sesamum,Oct,343,Quintal,10
Bangalore Urban•,Bangalore North,BANGALORE,Soyabeen,Oct,95,Quintal,10
Bangalore Urban•,Bangalore North,BANGALORE,Tamarind Fruit,Oct,1650,Quintal,10
Bangalore Urban•,Bangalore North,BANGALORE,Tur Dal,Oct,6401,Quintal,10
Bangalore Urban•,Bangalore North,BANGALORE,Turmeric,Oct,437,Quintal,10
Bangalore Urban•,Bangalore North,BANGALORE,Wheat,Oct,6401,Quintal,10
Bangalore Urban•,Bangalore North,BANGALORE,Alasande Gram,Nov,3384,Quintal,11
Bangalore Urban•,Bangalore North,BANGALORE,Arecanut,Nov,507,Quintal,11
Bangalore Urban•,Bangalore North,BANGALORE,Avare,Nov,330,Quintal,11
Bangalore Urban•,Bangalore North,BANGALORE,Avaredal,Nov,1580,Quintal,11
Bangalore Urban•,Bangalore North,BANGALORE,Bajra,Nov,1184,Quintal,11
Bangalore Urban•,Bangalore North,BANGALORE,Bengal Gramdal,Nov,6401,Quintal,11
Bangalore Urban•,Bangalore North,BANGALORE,Bengalgram,Nov,6401,Quintal,11
Bangalore Urban•,Bangalore North,BANGALORE,Black Gramdal,Nov,6401,Quintal,11
Bangalore Urban•,Bangalore North,BANGALORE,Black Pepper,Nov,83,Quintal,11
Bangalore Urban•,Bangalore North,BANGALORE,Blackgram,Nov,861,Quintal,11
Bangalore Urban•,Bangalore North,BANGALORE,Chennangidal,Nov,6401,Quintal,11
Bangalore Urban•,Bangalore North,BANGALORE,Coconut,Nov,6401,Numbers,11
Bangalore Urban•,Bangalore North,BANGALORE,Copra,Nov,48,Quintal,11
Bangalore Urban•,Bangalore North,BANGALORE,Coriander Seed,Nov,3497,Quintal,11
Bangalore Urban•,Bangalore North,BANGALORE,Dry Chillies,Nov,5733,Quintal,11
Bangalore Urban•,Bangalore North,BANGALORE,Dry Grapes,Nov,64,Quintal,11
Bangalore Urban•,Bangalore North,BANGALORE,Garlic,Nov,6401,Quintal,11
Bangalore Urban•,Bangalore North,BANGALORE,Green Ginger,Nov,6401,Quintal,11
Bangalore Urban•,Bangalore North,BANGALORE,Green Gramdal,Nov,6401,Quintal,11
Bangalore Urban•,Bangalore North,BANGALORE,Green Peas,Nov,6401,Quintal,11
Bangalore Urban•,Bangalore North,BANGALORE,Greengram,Nov,6401,Quintal,11
Bangalore Urban•,Bangalore North,BANGALORE,Groundnut,Nov,987,Quintal,11
Bangalore Urban•,Bangalore North,BANGALORE,Groundnut Seed,Nov,4944,Quintal,11
Bangalore Urban•,Bangalore North,BANGALORE,Horse Gram,Nov,755,Quintal,11
Bangalore Urban•,Bangalore North,BANGALORE,Jaggery,Nov,6401,Quintal,11
Bangalore Urban•,Bangalore North,BANGALORE,Jowar,Nov,2742,Quintal,11
Bangalore Urban•,Bangalore North,BANGALORE,Maize,Nov,6212,Quintal,11
Bangalore Urban•,Bangalore North,BANGALORE,Methi Seeds,Nov,414,Quintal,11
Bangalore Urban•,Bangalore North,BANGALORE,Moath,Nov,407,Quintal,11
Bangalore Urban•,Bangalore North,BANGALORE,Mustard,Nov,653,Quintal,11
Bangalore Urban•,Bangalore North,BANGALORE,Navane,Nov,197,Quintal,11
Bangalore Urban•,Bangalore North,BANGALORE,Onion,Nov,6401,Quintal,11
Bangalore Urban•,Bangalore North,BANGALORE,Potato,Nov,6401,Quintal,11
Bangalore Urban•,Bangalore North,BANGALORE,Ragi,Nov,6401,Quintal,11
Bangalore Urban•,Bangalore North,BANGALORE,Rice,Nov,6401,Quintal,11
Bangalore Urban•,Bangalore North,BANGALORE,Sesamum,Nov,450,Quintal,11
Bangalore Urban•,Bangalore North,BANGALORE,Soyabeen,Nov,345,Quintal,11
Bangalore Urban•,Bangalore North,BANGALORE,Tamarind Fruit,Nov,1775,Quintal,11
Bangalore Urban•,Bangalore North,BANGALORE,Tur Dal,Nov,6401,Quintal,11
Bangalore Urban•,Bangalore North,BANGALORE,Turmeric,Nov,664,Quintal,11
Bangalore Urban•,Bangalore North,BANGALORE,Wheat,Nov,6401,Quintal,11
Bangalore Urban•,Bangalore North,BANGALORE,Alasande Gram,Dec,1845,Quintal,12
Bangalore Urban•,Bangalore North,BANGALORE,Arecanut,Dec,263,Quintal,12
Bangalore Urban•,Bangalore North,BANGALORE,Avare,Dec,309,Quintal,12
Bangalore Urban•,Bangalore North,BANGALORE,Avaredal,Dec,1235,Quintal,12
Bangalore Urban•,Bangalore North,BANGALORE,Bajra,Dec,1671,Quintal,12
Bangalore Urban•,Bangalore North,BANGALORE,Bengal Gramdal,Dec,6401,Quintal,12
Bangalore Urban•,Bangalore North,BANGALORE,Bengalgram,Dec,6401,Quintal,12
Bangalore Urban•,Bangalore North,BANGALORE,Black Gramdal,Dec,6401,Quintal,12
Bangalore Urban•,Bangalore North,BANGALORE,Black Pepper,Dec,90,Quintal,12
Bangalore Urban•,Bangalore North,BANGALORE,Blackgram,Dec,1744,Quintal,12
Bangalore Urban•,Bangalore North,BANGALORE,Chennangidal,Dec,6401,Quintal,12
Bangalore Urban•,Bangalore North,BANGALORE,Coconut,Dec,6401,Numbers,12
Bangalore Urban•,Bangalore North,BANGALORE,Copra,Dec,39,Quintal,12
Bangalore Urban•,Bangalore North,BANGALORE,Coriander Seed,Dec,5622,Quintal,12
Bangalore Urban•,Bangalore North,BANGALORE,Dry Chillies,Dec,6401,Quintal,12
Bangalore Urban•,Bangalore North,BANGALORE,Dry Grapes,Dec,100,Quintal,12
Bangalore Urban•,Bangalore North,BANGALORE,Garlic,Dec,6401,Quintal,12
Bangalore Urban•,Bangalore North,BANGALORE,Green Ginger,Dec,6401,Quintal,12
Bangalore Urban•,Bangalore North,BANGALORE,Green Gramdal,Dec,6401,Quintal,12
Bangalore Urban•,Bangalore North,BANGALORE,Green Peas,Dec,6401,Quintal,12
Bangalore Urban•,Bangalore North,BANGALORE,Greengram,Dec,6401,Quintal,12
Bangalore Urban•,Bangalore North,BANGALORE,Groundnut,Dec,1117,Quintal,12
Bangalore Urban•,Bangalore North,BANGALORE,Groundnut Seed,Dec,2518,Quintal,12
Bangalore Urban•,Bangalore North,BANGALORE,Horse Gram,Dec,487,Quintal,12
Bangalore Urban•,Bangalore North,BANGALORE,Jaggery,Dec,6401,Quintal,12
Bangalore Urban•,Bangalore North,BANGALORE,Jowar,Dec,2135,Quintal,12
Bangalore Urban•,Bangalore North,BANGALORE,Maize,Dec,6401,Quintal,12
Bangalore Urban•,Bangalore North,BANGALORE,Methi Seeds,Dec,646,Quintal,12
Bangalore Urban•,Bangalore North,BANGALORE,Moath,Dec,789,Quintal,12
Bangalore Urban•,Bangalore North,BANGALORE,Mustard,Dec,1016,Quintal,12
Bangalore Urban•,Bangalore North,BANGALORE,Navane,Dec,675,Quintal,12
Bangalore Urban•,Bangalore North,BANGALORE,Onion,Dec,6401,Quintal,12
Bangalore Urban•,Bangalore North,BANGALORE,Paddy,Dec,17,Quintal,12
Bangalore Urban•,Bangalore North,BANGALORE,Potato,Dec,6401,Quintal,12
Bangalore Urban•,Bangalore North,BANGALORE,Ragi,Dec,5792,Quintal,12
Bangalore Urban•,Bangalore North,BANGALORE,Rice,Dec,6401,Quintal,12
Bangalore Urban•,Bangalore North,BANGALORE,Sesamum,Dec,603,Quintal,12
Bangalore Urban•,Bangalore North,BANGALORE,Soyabeen,Dec,130,Quintal,12
Bangalore Urban•,Bangalore North,BANGALORE,Tamarind Fruit,Dec,1854,Quintal,12
Bangalore Urban•,Bangalore North,BANGALORE,Tur Dal,Dec,6401,Quintal,12
Bangalore Urban•,Bangalore North,BANGALORE,Turmeric,Dec,1024,Quintal,12
Bangalore Urban•,Bangalore North,BANGALORE,Wheat,Dec,6401,Quintal,12
Bangalore Urban•,Bangalore South,BINNY MILL (F&V),Alasandikai,Jan,19,Quintal,1
Bangalore Urban•,Bangalore South,BINNY MILL (F&V),Apple,Jan,6401,Quintal,1
Bangalore Urban•,Bangalore South,BINNY MILL (F&V),Ash Gourd,Jan,2136,Numbers,1
Bangalore Urban•,Bangalore South,BINNY MILL (F&V),Banana,Jan,6401,Quintal,1
Bangalore Urban•,Bangalore South,BINNY MILL (F&V),Banana Green,Jan,2311,Quintal,1
Bangalore Urban•,Bangalore South,BINNY MILL (F&V),Beans,Jan,6401,Quintal,1
Bangalore Urban•,Bangalore South,BINNY MILL (F&V),Beetroot,Jan,4129,Quintal,1
Bangalore Urban•,Bangalore South,BINNY MILL (F&V),Bitter Gourd,Jan,845,Quintal,1
Bangalore Urban•,Bangalore South,BINNY MILL (F&V),Borehannu,Jan,3708,Quintal,1
Bangalore Urban•,Bangalore South,BINNY MILL (F&V),Bottle Gourd,Jan,1150,Quintal,1
Bangalore Urban•,Bangalore South,BINNY MILL (F&V),Brinjal,Jan,4893,Quintal,1
Bangalore Urban•,Bangalore South,BINNY MILL (F&V),Bunch Beans,Jan,864,Quintal,1
Bangalore Urban•,Bangalore South,BINNY MILL (F&V),Cabbage,Jan,6401,Quintal,1
Bangalore Urban•,Bangalore South,BINNY MILL (F&V),Capsicum,Jan,101,Quintal,1
Bangalore Urban•,Bangalore South,BINNY MILL (F&V),Carrot,Jan,6401,Quintal,1
Bangalore Urban•,Bangalore South,BINNY MILL (F&V),Cauliflower,Jan,1577,Quintal,1
Bangalore Urban•,Bangalore South,BINNY MILL (F&V),Chapparada Avare,Jan,564,Quintal,1
Bangalore Urban•,Bangalore South,BINNY MILL (F&V),Chikoos (Sapota),Jan,1830,Quintal,1
Bangalore Urban•,Bangalore South,BINNY MILL (F&V),Chilly Capsicum,Jan,2048,Quintal,1
Bangalore Urban•,Bangalore South,BINNY MILL (F&V),Cowpea (Veg),Jan,364,Quintal,1
